가하, 46, 196
차카, 86, 164
가파, 81, 187
카아, 94, 153
다나, 88, 187
바파, 87, 191
아사, 87, 183
다나, 68, 176
바마, 73, 143
차가, 46, 196
가파, 46, 159
다자, 91, 161
타가, 61, 189
파사, 68, 184
바파, 81, 160
나타, 83, 181
아카, 53, 153
자카, 46, 160
차아, 71, 182
파파, 61, 155
라타, 56, 158
아사, 44, 169
자파, 52, 182
가아, 60, 196
가카, 59, 188
나하, 82, 155
하아, 45, 158
자하, 76, 149
라라, 41, 165
다파, 89, 172
마아, 56, 182
라다, 64, 193
아바, 64, 187
카카, 40, 161
타자, 93, 188
라자, 66, 187
타가, 88, 194
타타, 82, 164
아카, 41, 180
나자, 88, 143
차라, 68, 179
마자, 93, 174
사차, 43, 192
차나, 85, 177
나다, 42, 148
차라, 97, 155
차카, 44, 149
다자, 88, 142
자차, 71, 175
라타, 85, 196
파타, 91, 178
다마, 80, 146
마파, 78, 182
사다, 72, 152
차다, 96, 199
아다, 92, 154
라카, 66, 174
하아, 73, 165
자카, 95, 149
나하, 85, 149
라가, 45, 187
타라, 53, 151
하다, 68, 199
하자, 48, 176
가하, 85, 172
나자, 79, 189
마카, 91, 183
사사, 60, 189
마나, 48, 149
하사, 92, 164
타아, 53, 195
차가, 40, 153
아사, 59, 199
파타, 77, 172
타바, 53, 186
가사, 81, 158
나가, 62, 167
가가, 93, 195
타아, 54, 195
타라, 43, 196
타아, 97, 167
카자, 93, 159
가마, 85, 177
차차, 71, 189
바하, 65, 142
카타, 94, 174
바마, 52, 171
하카, 46, 179
하하, 62, 165
차다, 45, 186
마카, 98, 197
라라, 44, 145
하차, 74, 192
자차, 67, 161
사파, 79, 163
카라, 59, 162
하마, 92, 143
파바, 72, 142
가마, 78, 168
라가, 66, 160
아가, 71, 181
사타, 51, 191
파카, 72, 156
아차, 82, 183
가나, 55, 178
카다, 67, 185
사카, 70, 189
자마, 70, 152
다차, 96, 197
자자, 42, 187
사나, 76, 184
하사, 80, 182
가하, 60, 176
바차, 87, 163
자마, 80, 142
다사, 85, 145
사라, 90, 143
나가, 72, 193
라아, 81, 147
마하, 48, 146
카파, 75, 172
파사, 40, 198
카다, 46, 144
나파, 59, 146
바파, 57, 155
라아, 69, 175
타자, 57, 144
파라, 77, 192
하아, 77, 161
라하, 56, 184
사나, 58, 158
자가, 72, 158
아나, 76, 167
차타, 48, 154
하카, 96, 197
사마, 48, 198
다타, 62, 157
라자, 69, 192
타카, 65, 144
마차, 75, 186
차파, 50, 180
가카, 78, 181
다다, 81, 170
카마, 91, 146
카바, 89, 160
나가, 58, 158
하라, 64, 173
나타, 87, 160
마라, 81, 154
마파, 47, 192
가바, 60, 173
나바, 70, 142
자라, 93, 141
마차, 51, 187
자파, 62, 179
차아, 58, 194
바아, 76, 166
가바, 56, 146
타사, 48, 159
차하, 89, 175
마가, 63, 162
가사, 62, 169
다파, 88, 144
다카, 45, 157
나자, 56, 151
사아, 53, 149
타차, 63, 145
사차, 74, 144
바아, 79, 166
파아, 59, 162
파가, 71, 176
카차, 48, 144
파파, 90, 191
나다, 85, 180
나자, 76, 155
차라, 88, 194
파바, 60, 149
다카, 95, 188
하마, 73, 161
아사, 95, 149
하가, 66, 162
라사, 73, 155
마타, 71, 142
타타, 84, 182
차라, 89, 175
자카, 94, 191
카파, 52, 191
아하, 74, 181
마마, 50, 146
바카, 80, 140
마사, 40, 142
라하, 43, 188
차마, 40, 173
아아, 58, 151
타자, 81, 159
마카, 77, 193
바라, 45, 176
사아, 43, 151
타타, 61, 181
사차, 44, 188
하카, 44, 177
라타, 63, 158
차마, 94, 152
차자, 55, 180
카아, 61, 150
하아, 70, 179
하타, 99, 164
하나, 50, 162
가아, 97, 193
마카, 51, 140
카가, 49, 149
가카, 59, 174
마파, 42, 148
자다, 64, 168
아타, 43, 156
아바, 52, 146
차사, 91, 179
차자, 82, 160
카나, 61, 168
다사, 61, 193
다카, 48, 168
다하, 57, 172
나카, 72, 157
마파, 99, 169
하사, 50, 145
하다, 53, 182
파나, 63, 155
자라, 46, 160
카타, 54, 140
나카, 91, 175
라사, 76, 161
타아, 75, 188
다타, 52, 161
사차, 67, 184
자자, 48, 148
다다, 96, 164
타카, 75, 162
하차, 86, 190
카다, 91, 160
자차, 98, 191
바마, 63, 195
바나, 54, 168
마타, 48, 190
바파, 40, 191
타아, 42, 188
다파, 64, 193
아라, 50, 191
카다, 56, 164
하아, 51, 163
자아, 87, 171
하나, 42, 190
마자, 95, 183
마카, 59, 147
하사, 81, 145
하아, 85, 143
마마, 75, 154
타카, 69, 174
하자, 79, 179
